IDpol,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Region,Area
450,0,0.67,5,12,40,70,B2,Regular,R10,Suburban
451,0,0.67,4,18,33,64,B1,Diesel,R19,Rural
452,2,0.5,5,1,33,88,B4,Regular,R11,Urban
453,0,0.84,8,16,73,91,B4,Regular,R3,Rural
454,0,0.91,7,15,23,110,B4,Diesel,R11,Urban
455,0,0.57,5,3,47,53,B4,Regular,R6,Suburban
456,0,0.58,5,17,80,73,B2,Regular,R6,Rural
457,0,0.9,6,13,18,52,B3,Regular,R15,Urban
458,1,0.81,11,1,68,50,B3,Diesel,R3,Urban
459,1,0.52,5,12,63,143,B2,Regular,R22,Rural
460,0,0.81,8,19,38,62,B1,Regular,R11,Rural
461,0,0.65,7,16,55,103,B4,Regular,R8,Rural
462,1,0.68,6,14,86,131,B4,Diesel,R8,Rural
463,0,0.88,11,19,80,89,B4,Diesel,R16,Rural
464,0,0.91,4,4,67,60,B2,Diesel,R3,Urban
465,0,0.7,10,6,29,91,B2,Diesel,R8,Suburban
466,0,0.97,4,17,86,142,B4,Diesel,R8,Urban
467,1,0.7,7,10,61,53,B4,Diesel,R13,Rural
468,0,0.89,10,17,69,74,B1,Diesel,R1,Rural
469,0,0.74,4,4,26,149,B3,Regular,R10,Suburban
470,1,0.95,11,12,82,85,B2,Regular,R5,Rural
471,0,0.95,8,17,27,113,B3,Diesel,R5,Suburban
472,0,0.54,5,1,63,93,B4,Diesel,R17,Rural
473,0,0.97,7,19,75,89,B3,Diesel,R22,Urban
474,0,0.91,10,3,54,141,B3,Regular,R14,Suburban
475,0,0.9,6,12,69,94,B2,Regular,R6,Urban
476,0,0.6,5,15,30,57,B2,Regular,R14,Rural
477,0,0.9,4,5,23,134,B1,Regular,R12,Urban
478,2,0.93,4,7,75,84,B4,Diesel,R20,Urban
479,0,0.64,6,15,65,93,B1,Regular,R22,Urban
480,1,0.98,8,12,49,67,B2,Regular,R22,Suburban
481,0,0.52,11,3,28,96,B1,Regular,R1,Suburban
482,0,0.57,11,1,22,74,B3,Diesel,R5,Suburban
483,0,0.77,6,8,23,90,B3,Diesel,R18,Urban
484,1,0.79,7,17,38,54,B2,Diesel,R14,Urban
485,0,0.82,6,16,59,113,B3,Regular,R7,Rural
486,0,0.51,4,7,44,111,B4,Regular,R15,Suburban
487,0,0.98,8,14,20,121,B2,Regular,R9,Rural
488,0,0.52,8,8,77,136,B4,Diesel,R15,Urban
489,0,0.57,9,16,83,52,B2,Diesel,R16,Suburban
490,0,0.51,6,1,66,86,B2,Regular,R9,Rural
491,0,0.78,7,5,51,144,B3,Regular,R7,Urban
492,0,0.97,4,4,54,142,B2,Diesel,R7,Urban
493,0,0.83,5,16,59,90,B2,Regular,R17,Urban
494,0,0.91,11,1,82,69,B1,Regular,R11,Suburban
495,0,0.51,11,17,77,116,B3,Regular,R6,Suburban
496,0,0.77,11,9,18,136,B4,Diesel,R14,Rural
497,0,0.73,8,9,76,89,B2,Diesel,R15,Urban
498,0,0.75,11,5,21,134,B4,Diesel,R21,Suburban
499,0,0.54,6,11,31,126,B1,Diesel,R8,Suburban
500,0,0.84,9,16,35,57,B2,Diesel,R4,Urban
501,0,0.75,7,12,51,54,B4,Diesel,R1,Urban
502,0,0.88,7,19,18,74,B3,Diesel,R6,Rural
503,0,0.74,10,15,70,88,B1,Diesel,R1,Rural
504,0,0.57,11,9,39,86,B1,Diesel,R21,Rural
505,0,0.82,4,1,78,54,B4,Regular,R5,Suburban
506,0,0.59,8,1,39,57,B2,Regular,R19,Suburban
507,0,0.94,4,6,67,53,B2,Regular,R5,Suburban
508,0,0.81,11,5,33,90,B3,Regular,R22,Suburban
509,0,0.58,9,0,45,109,B3,Diesel,R5,Suburban
510,0,0.98,5,11,87,103,B2,Regular,R17,Urban
511,0,0.76,11,12,59,71,B1,Regular,R12,Rural
512,0,0.54,5,11,83,127,B3,Regular,R7,Rural
513,0,0.81,5,18,88,68,B3,Diesel,R15,Rural
514,0,0.63,7,8,52,126,B1,Regular,R19,Rural
515,0,0.9,8,9,37,148,B2,Regular,R21,Urban
516,0,0.91,11,16,19,117,B4,Regular,R13,Suburban
517,0,0.99,4,17,24,82,B3,Diesel,R12,Suburban
518,1,0.75,4,7,66,71,B1,Regular,R19,Suburban
519,1,0.73,9,6,26,114,B3,Diesel,R13,Rural
520,0,0.88,5,8,44,60,B1,Diesel,R6,Rural
521,0,0.57,8,9,19,65,B3,Regular,R1,Urban
522,1,0.77,8,11,85,117,B2,Diesel,R6,Urban
523,0,0.77,9,14,77,142,B1,Diesel,R13,Suburban
524,0,0.54,6,14,66,93,B4,Regular,R13,Suburban
525,0,0.71,8,3,19,137,B4,Diesel,R13,Suburban
526,0,0.93,8,3,34,58,B3,Regular,R20,Suburban
527,0,0.93,4,0,37,121,B4,Regular,R4,Suburban
528,0,0.55,9,11,49,127,B3,Regular,R5,Suburban
529,0,0.55,11,1,68,128,B1,Diesel,R13,Rural
530,0,0.63,8,14,59,111,B1,Regular,R9,Urban
531,0,0.94,8,16,80,135,B4,Regular,R17,Urban
532,0,0.56,4,6,78,64,B4,Regular,R3,Rural
533,0,0.86,11,5,79,55,B2,Diesel,R20,Suburban
534,0,0.55,11,11,20,50,B1,Regular,R18,Suburban
535,0,0.81,8,18,43,69,B4,Diesel,R15,Suburban
536,0,0.68,4,0,65,85,B4,Diesel,R1,Urban
537,0,0.89,6,13,25,51,B4,Regular,R9,Urban
538,0,0.62,7,3,22,119,B3,Diesel,R6,Suburban
539,0,0.82,10,4,28,51,B2,Regular,R18,Suburban
540,0,0.62,4,0,59,52,B1,Diesel,R1,Rural
541,0,0.86,4,0,58,56,B4,Regular,R22,Suburban
542,0,0.94,8,5,36,133,B4,Regular,R7,Rural
543,0,0.56,4,4,65,113,B4,Diesel,R10,Suburban
544,0,0.93,9,1,70,90,B3,Regular,R6,Suburban
545,0,0.8,5,4,72,103,B1,Regular,R7,Suburban
546,0,0.56,5,8,78,90,B4,Diesel,R6,Rural
547,0,0.71,6,18,49,54,B4,Diesel,R8,Rural
548,0,0.58,11,14,63,138,B3,Diesel,R2,Rural
549,0,0.85,4,12,53,131,B3,Diesel,R9,Urban
550,0,0.88,11,11,35,112,B2,Diesel,R9,Urban
551,0,0.55,9,4,35,50,B2,Regular,R7,Suburban
552,0,0.75,8,1,29,74,B1,Regular,R9,Rural
553,0,0.91,8,3,89,130,B2,Regular,R17,Rural
554,0,0.97,10,17,63,95,B1,Diesel,R3,Suburban
555,1,0.76,7,9,72,64,B2,Diesel,R16,Suburban
556,0,0.98,6,12,55,118,B4,Regular,R16,Suburban
557,0,0.77,9,11,19,66,B2,Diesel,R2,Suburban
558,0,0.7,11,1,26,70,B4,Regular,R11,Rural
559,0,0.92,9,14,22,102,B1,Regular,R16,Urban
560,0,0.75,10,13,36,104,B2,Diesel,R15,Rural
561,0,0.74,10,9,88,136,B2,Diesel,R1,Urban
562,0,0.75,8,7,56,59,B2,Diesel,R21,Suburban
563,0,0.92,11,14,59,130,B4,Diesel,R17,Urban
564,0,0.92,7,12,34,106,B4,Diesel,R3,Rural
565,0,0.7,8,7,80,114,B2,Diesel,R22,Rural
566,0,0.67,7,13,63,86,B1,Regular,R22,Rural
567,0,0.75,5,0,37,56,B4,Diesel,R19,Rural
568,0,0.79,9,12,87,125,B3,Regular,R20,Rural
569,0,0.62,10,7,25,89,B1,Regular,R7,Rural
570,0,0.9,5,17,36,99,B1,Regular,R22,Suburban
571,0,0.74,11,8,49,50,B1,Diesel,R11,Urban
572,0,0.67,8,12,36,69,B4,Regular,R18,Suburban
573,0,0.55,6,2,41,80,B2,Diesel,R14,Urban
574,0,0.62,4,17,41,117,B2,Diesel,R16,Urban
575,0,0.97,6,9,73,139,B3,Diesel,R6,Urban
576,0,0.65,6,4,35,61,B2,Diesel,R2,Rural
577,0,0.58,4,5,29,71,B3,Diesel,R11,Rural
578,0,0.73,9,7,58,50,B3,Regular,R11,Rural
579,0,0.65,5,6,65,50,B2,Diesel,R10,Urban
580,0,0.52,5,17,81,52,B3,Regular,R4,Urban
581,0,0.66,9,13,33,125,B1,Diesel,R17,Urban
582,0,0.77,4,14,40,70,B1,Diesel,R10,Suburban
583,0,0.78,7,9,56,62,B1,Diesel,R9,Rural
584,0,0.68,6,11,50,110,B4,Regular,R13,Rural
585,0,0.72,8,6,41,62,B3,Regular,R11,Rural
586,0,0.98,5,6,78,131,B3,Regular,R10,Suburban
587,0,0.69,9,10,72,82,B1,Regular,R5,Suburban
588,0,0.63,8,12,78,55,B4,Diesel,R3,Suburban
589,0,0.62,10,14,57,74,B2,Diesel,R4,Urban
590,0,0.73,4,17,75,72,B1,Regular,R3,Suburban
591,0,0.88,8,6,89,137,B4,Regular,R10,Urban
592,0,0.6,11,5,18,75,B2,Regular,R13,Urban
593,0,0.85,8,10,42,53,B4,Regular,R5,Rural
594,0,0.51,11,7,70,84,B2,Diesel,R13,Rural
595,0,0.71,6,19,78,124,B3,Diesel,R1,Suburban
596,0,0.89,4,0,63,149,B3,Diesel,R11,Urban
597,0,0.67,8,7,77,74,B4,Regular,R3,Urban
598,0,0.78,5,7,68,69,B4,Regular,R17,Urban
599,0,0.6,4,18,65,50,B2,Diesel,R19,Rural
600,1,0.87,5,2,57,143,B4,Regular,R13,Rural
601,0,0.53,9,4,24,117,B4,Regular,R16,Rural
602,0,0.93,9,2,36,72,B2,Regular,R18,Rural
603,0,0.6,10,14,32,148,B2,Diesel,R20,Rural
604,0,0.94,7,13,87,71,B3,Regular,R19,Rural
605,0,0.68,9,14,78,144,B1,Diesel,R6,Suburban
606,0,0.86,8,16,73,111,B4,Regular,R7,Suburban
607,0,0.66,4,17,27,50,B2,Regular,R15,Suburban
608,0,0.95,9,1,63,108,B3,Diesel,R5,Suburban
609,0,0.56,5,11,74,117,B1,Diesel,R16,Urban
610,0,0.59,8,15,52,68,B4,Diesel,R6,Rural
611,0,0.75,9,3,89,79,B3,Diesel,R3,Rural
612,0,0.54,11,1,20,50,B1,Regular,R12,Suburban
613,1,0.6,11,13,83,97,B4,Regular,R4,Urban
614,0,0.97,6,10,70,68,B3,Diesel,R22,Suburban
615,1,0.99,5,12,69,101,B4,Diesel,R3,Rural
616,0,0.69,10,6,70,134,B1,Regular,R16,Suburban
617,0,0.96,10,9,71,71,B2,Regular,R16,Urban
618,0,0.77,10,0,64,99,B3,Regular,R19,Rural
619,0,0.63,5,3,20,115,B1,Diesel,R15,Urban
620,1,0.85,10,17,82,55,B4,Diesel,R9,Suburban
621,0,0.83,7,5,32,113,B1,Regular,R20,Rural
622,0,0.99,6,1,51,70,B1,Diesel,R2,Urban
623,0,0.63,7,2,67,146,B2,Regular,R6,Urban
624,0,0.84,11,13,50,68,B3,Diesel,R14,Urban
625,0,0.53,9,7,20,140,B1,Diesel,R9,Rural
626,0,0.56,6,15,19,86,B2,Regular,R10,Rural
627,0,0.5,5,18,21,112,B2,Regular,R18,Suburban
628,0,1.0,7,17,33,78,B2,Diesel,R15,Suburban
629,0,0.9,8,5,71,109,B4,Regular,R4,Rural
630,0,0.89,6,13,50,141,B2,Diesel,R5,Urban
631,0,0.75,5,2,26,83,B2,Regular,R21,Rural
632,0,0.65,4,15,74,50,B2,Regular,R6,Rural
633,0,0.58,6,0,57,97,B2,Diesel,R15,Rural
634,0,0.64,6,11,69,138,B3,Regular,R20,Rural
635,0,0.69,9,13,33,70,B3,Diesel,R2,Suburban
636,0,0.88,8,18,25,83,B2,Diesel,R16,Suburban
637,0,0.77,9,18,77,75,B1,Diesel,R5,Urban
638,0,0.54,10,8,53,85,B4,Diesel,R4,Rural
639,0,0.51,6,6,20,148,B1,Regular,R1,Rural
640,1,0.55,11,13,32,72,B1,Diesel,R8,Suburban
641,0,0.71,6,4,40,130,B2,Diesel,R21,Suburban
642,0,0.97,10,17,20,96,B1,Diesel,R10,Rural
643,0,0.82,8,8,47,125,B3,Regular,R15,Suburban
644,0,0.9,8,6,62,93,B3,Diesel,R2,Rural
645,0,0.73,11,8,34,69,B4,Diesel,R19,Urban
646,0,0.68,11,3,75,76,B3,Regular,R12,Urban
647,0,0.55,7,16,75,110,B3,Diesel,R10,Urban
648,0,0.94,5,11,74,86,B2,Diesel,R12,Rural
649,1,0.89,5,5,24,133,B3,Regular,R21,Suburban
650,1,0.58,7,17,56,101,B1,Diesel,R20,Urban
651,0,0.76,5,7,75,124,B1,Diesel,R9,Rural
652,1,0.74,6,14,73,141,B3,Regular,R8,Urban
653,0,0.81,7,2,32,111,B4,Regular,R2,Urban
654,0,0.97,7,1,61,115,B4,Regular,R21,Suburban
655,0,0.79,5,8,29,73,B4,Diesel,R7,Rural
656,0,0.77,4,7,25,129,B3,Diesel,R4,Suburban
657,0,0.53,11,3,58,61,B4,Regular,R19,Suburban
658,0,0.53,5,1,51,65,B3,Diesel,R8,Suburban
659,0,0.59,9,13,63,85,B1,Regular,R13,Urban
660,0,0.52,4,1,46,51,B4,Diesel,R21,Urban
661,0,0.87,7,1,33,138,B4,Regular,R3,Urban
662,0,0.86,4,6,22,111,B4,Regular,R5,Rural
663,0,0.57,6,11,22,113,B1,Regular,R20,Suburban
664,0,0.92,8,5,47,78,B3,Diesel,R8,Urban
665,0,0.58,4,17,67,141,B1,Regular,R2,Suburban
666,0,0.65,9,3,22,123,B1,Regular,R10,Suburban
667,0,0.62,8,18,30,136,B2,Diesel,R22,Suburban
668,0,0.69,6,12,66,145,B4,Regular,R16,Suburban
669,0,0.63,9,19,67,80,B3,Diesel,R4,Suburban
670,0,0.74,10,1,31,132,B3,Regular,R14,Urban
671,0,0.7,8,7,63,64,B2,Regular,R3,Rural
672,0,0.99,10,18,51,104,B2,Regular,R10,Rural
673,0,0.53,6,8,88,82,B1,Regular,R13,Rural
674,0,0.57,8,3,64,130,B2,Regular,R5,Rural
675,0,0.53,8,15,77,101,B3,Regular,R22,Suburban
676,0,0.81,5,18,28,149,B3,Regular,R17,Urban
677,0,0.53,9,9,67,69,B3,Diesel,R17,Urban
678,0,0.92,11,5,21,122,B1,Regular,R11,Suburban
679,1,0.76,9,15,58,87,B4,Diesel,R19,Suburban
680,0,0.76,4,9,76,52,B4,Diesel,R18,Urban
681,1,0.78,10,12,77,103,B1,Diesel,R17,Urban
682,0,0.59,10,8,79,115,B3,Diesel,R11,Rural
683,0,0.6,9,6,42,67,B3,Diesel,R15,Rural
684,0,0.66,9,3,50,136,B1,Diesel,R8,Rural
685,0,0.8,8,18,36,132,B1,Regular,R12,Urban
686,0,0.61,10,3,74,56,B2,Regular,R17,Rural
687,0,0.56,7,18,32,84,B1,Regular,R5,Urban
688,0,0.99,11,18,58,133,B4,Regular,R4,Urban
689,0,0.51,5,11,86,133,B1,Regular,R11,Suburban
690,0,0.9,11,12,77,132,B3,Diesel,R8,Urban
691,0,0.89,4,3,39,129,B3,Diesel,R16,Suburban
692,0,0.65,11,9,60,134,B3,Diesel,R16,Suburban
693,0,0.57,5,6,49,142,B4,Regular,R3,Urban
694,0,0.57,4,4,30,109,B4,Regular,R12,Urban
695,0,0.85,6,16,55,73,B2,Regular,R13,Rural
696,0,0.82,8,17,43,142,B1,Regular,R1,Urban
697,0,0.89,9,10,22,144,B2,Diesel,R4,Rural
698,0,0.97,9,14,66,88,B1,Diesel,R21,Rural
699,0,0.85,7,6,22,61,B1,Regular,R6,Urban
700,0,0.58,11,17,88,143,B4,Diesel,R5,Rural
701,0,0.62,10,5,65,102,B3,Regular,R5,Suburban
702,0,0.92,10,17,35,113,B1,Regular,R21,Suburban
703,0,0.6,5,15,23,53,B4,Regular,R10,Urban
704,0,0.54,5,1,83,143,B2,Diesel,R19,Urban
705,0,0.85,5,18,59,54,B3,Diesel,R18,Urban
706,0,0.7,10,0,69,65,B2,Diesel,R2,Suburban
707,0,0.96,9,10,28,76,B2,Regular,R16,Rural
708,0,0.83,10,19,43,53,B4,Regular,R15,Suburban
709,0,0.55,5,4,38,121,B3,Regular,R5,Rural
710,0,0.97,8,15,83,97,B1,Diesel,R21,Rural
711,0,0.63,4,0,57,57,B2,Regular,R22,Urban
712,0,0.67,9,18,73,130,B1,Regular,R9,Urban
713,0,0.7,8,13,68,95,B3,Diesel,R5,Urban
714,1,0.53,6,2,37,93,B4,Regular,R5,Suburban
715,0,0.75,11,1,74,116,B4,Diesel,R9,Suburban
716,0,0.56,8,4,22,140,B4,Diesel,R9,Suburban
717,1,0.7,11,16,31,101,B1,Regular,R2,Urban
718,0,0.68,8,17,41,83,B1,Regular,R7,Urban
719,0,0.89,6,0,85,111,B3,Regular,R1,Rural
720,0,0.9,8,14,69,70,B1,Regular,R20,Rural
721,0,0.58,4,8,65,73,B4,Diesel,R2,Urban
722,0,0.68,9,4,64,93,B2,Diesel,R12,Suburban
723,1,0.69,11,12,77,90,B2,Diesel,R6,Urban
724,0,0.58,7,18,20,78,B2,Diesel,R20,Suburban
725,1,0.9,10,9,26,55,B4,Diesel,R19,Urban
726,0,0.85,6,19,41,105,B1,Diesel,R16,Urban
727,0,0.6,11,13,21,63,B2,Diesel,R4,Rural
728,0,0.68,9,11,26,99,B1,Regular,R18,Suburban
729,0,0.55,5,10,18,127,B1,Regular,R5,Suburban
730,0,0.81,11,6,52,101,B4,Regular,R22,Urban
731,1,0.56,4,16,29,137,B1,Regular,R18,Rural
732,0,0.99,7,17,35,126,B1,Regular,R6,Urban
733,0,0.89,4,6,27,50,B4,Regular,R14,Urban
734,1,0.7,11,19,35,61,B3,Diesel,R20,Suburban
735,0,0.79,4,5,41,73,B2,Regular,R17,Urban
736,1,0.96,5,10,18,86,B2,Regular,R18,Rural
737,0,0.78,7,11,89,133,B1,Diesel,R21,Urban
738,0,0.59,10,15,33,119,B3,Diesel,R10,Rural
739,0,0.69,4,18,32,125,B4,Regular,R19,Suburban
740,0,0.92,5,18,79,134,B1,Diesel,R18,Suburban
741,0,0.82,6,10,22,52,B4,Regular,R4,Urban
742,0,0.83,5,15,62,76,B2,Diesel,R20,Rural
743,0,0.93,8,11,69,102,B4,Regular,R15,Suburban
744,0,0.95,11,7,88,149,B2,Regular,R6,Rural
745,0,0.96,9,2,24,66,B4,Regular,R6,Suburban
746,0,0.55,11,1,44,64,B4,Diesel,R3,Suburban
747,1,0.77,11,5,30,88,B3,Diesel,R9,Rural
748,0,0.87,5,15,34,53,B4,Regular,R11,Rural
749,0,0.88,5,19,61,66,B1,Diesel,R5,Rural
750,0,0.8,5,14,30,60,B3,Diesel,R14,Suburban
751,0,0.58,11,13,22,61,B1,Regular,R2,Rural
752,0,0.9,10,1,50,81,B4,Regular,R22,Urban
753,0,0.86,4,19,21,76,B4,Diesel,R19,Rural
754,0,0.54,10,17,43,93,B3,Diesel,R8,Suburban
755,0,0.73,7,13,85,92,B2,Regular,R13,Rural
756,0,0.59,5,17,33,140,B3,Diesel,R19,Rural
757,1,0.67,5,1,39,98,B2,Diesel,R5,Rural
758,0,0.51,8,0,53,142,B2,Diesel,R15,Urban
759,0,0.7,8,19,75,122,B4,Regular,R4,Suburban
760,0,0.77,6,1,72,92,B1,Diesel,R4,Urban
761,0,0.81,6,8,52,52,B3,Diesel,R18,Urban
762,0,0.83,8,8,42,78,B3,Regular,R19,Suburban
763,1,0.92,7,15,89,134,B4,Diesel,R20,Suburban
764,0,0.61,6,10,78,84,B4,Regular,R22,Rural
765,0,0.56,9,5,35,97,B3,Regular,R9,Suburban
766,1,0.93,9,11,75,123,B3,Regular,R15,Rural
767,0,0.58,7,2,74,136,B1,Regular,R12,Urban
768,0,0.99,8,11,80,88,B4,Regular,R4,Rural
769,0,0.92,6,0,29,138,B1,Regular,R3,Suburban
770,0,0.75,5,8,28,73,B4,Diesel,R5,Rural
771,0,0.99,8,19,30,69,B4,Regular,R17,Urban
772,0,0.55,6,5,52,64,B1,Diesel,R5,Suburban
773,0,0.65,7,10,44,134,B2,Regular,R4,Suburban
774,0,0.82,9,2,84,125,B2,Regular,R21,Rural
775,0,0.68,11,3,62,67,B2,Diesel,R7,Rural
776,0,0.96,7,9,84,109,B4,Regular,R7,Rural
777,0,0.53,11,18,39,136,B1,Regular,R7,Urban
778,0,0.77,6,5,59,142,B2,Regular,R17,Urban
779,0,0.8,7,0,37,90,B3,Regular,R15,Suburban
780,0,0.83,6,7,65,149,B2,Diesel,R7,Suburban
781,0,0.63,6,7,35,118,B1,Regular,R15,Urban
782,0,0.68,11,5,87,139,B4,Regular,R20,Rural
783,0,0.92,7,16,23,124,B1,Regular,R4,Rural
784,0,0.6,4,18,56,60,B4,Diesel,R2,Urban
785,0,0.91,5,0,28,105,B1,Regular,R22,Rural
786,0,0.78,8,14,42,67,B1,Regular,R13,Urban
787,1,0.88,9,12,72,61,B3,Diesel,R12,Rural
788,0,0.86,5,2,75,65,B2,Regular,R10,Rural
789,0,0.6,8,1,54,76,B2,Diesel,R19,Suburban
790,0,0.78,8,2,33,149,B1,Diesel,R15,Rural
791,0,0.93,9,8,87,66,B2,Diesel,R17,Rural
792,0,0.72,5,15,54,134,B3,Diesel,R21,Urban
793,0,0.98,9,12,70,80,B1,Diesel,R6,Urban
794,0,0.73,6,18,33,84,B2,Regular,R5,Urban
795,0,0.57,9,17,35,76,B2,Regular,R21,Urban
796,0,0.69,11,11,36,136,B4,Diesel,R13,Rural
797,0,0.98,11,11,61,81,B2,Regular,R14,Urban
798,0,0.66,7,0,19,66,B2,Regular,R14,Suburban
799,0,0.93,4,19,75,60,B4,Diesel,R15,Urban
800,0,0.94,4,7,27,50,B1,Diesel,R16,Rural
801,0,0.68,4,16,63,141,B1,Regular,R10,Suburban
802,0,0.54,5,19,36,131,B3,Regular,R1,Rural
803,0,0.86,11,6,55,98,B4,Diesel,R11,Suburban
804,0,0.66,5,8,54,90,B1,Regular,R7,Suburban
805,0,0.89,6,16,62,69,B2,Diesel,R17,Suburban
806,0,0.72,10,9,51,120,B2,Diesel,R4,Rural
807,0,0.74,4,3,19,86,B2,Diesel,R7,Suburban
808,0,0.89,6,6,61,65,B3,Regular,R3,Rural
809,0,0.69,11,6,44,88,B1,Diesel,R20,Suburban
810,0,0.72,10,7,65,94,B4,Diesel,R14,Urban
811,0,0.69,4,7,24,113,B1,Diesel,R18,Urban
812,0,0.68,5,15,44,96,B4,Diesel,R18,Suburban
813,0,0.76,10,11,88,72,B4,Diesel,R1,Suburban
814,0,0.9,7,14,35,81,B1,Regular,R6,Urban
815,0,0.68,7,7,50,98,B2,Regular,R9,Urban
816,0,0.76,7,8,50,130,B2,Regular,R2,Rural
817,0,0.84,9,2,42,68,B4,Diesel,R8,Urban
818,0,0.63,7,15,31,147,B2,Regular,R20,Rural
819,0,0.64,8,14,55,127,B3,Diesel,R4,Suburban
820,0,0.97,4,3,55,116,B3,Regular,R21,Rural
821,0,0.86,7,19,21,88,B4,Regular,R10,Suburban
822,0,0.79,10,15,79,138,B2,Diesel,R1,Rural
823,0,0.82,11,9,27,109,B4,Regular,R11,Rural
824,0,0.51,8,10,52,60,B3,Regular,R9,Rural
825,0,0.81,8,4,40,98,B3,Regular,R19,Suburban
826,0,0.75,8,10,82,64,B3,Diesel,R11,Suburban
827,0,0.77,6,12,42,132,B1,Regular,R4,Rural
828,0,0.68,10,14,70,110,B3,Diesel,R5,Suburban
829,0,0.54,6,5,34,92,B2,Diesel,R21,Rural
830,0,0.6,8,15,74,64,B1,Diesel,R17,Suburban
831,0,0.98,9,14,37,128,B3,Regular,R18,Rural
832,0,0.7,7,10,42,128,B2,Regular,R5,Urban
833,0,0.73,11,19,59,122,B3,Diesel,R18,Urban
834,1,0.53,4,1,62,54,B2,Diesel,R17,Rural
835,0,0.52,10,1,48,132,B2,Regular,R3,Suburban
836,0,0.86,9,11,82,137,B3,Regular,R11,Rural
837,0,0.77,5,15,69,78,B3,Regular,R17,Urban
838,0,0.75,6,18,38,111,B1,Regular,R8,Urban
839,0,0.62,7,1,47,109,B3,Diesel,R8,Rural
840,0,0.87,7,16,20,118,B2,Regular,R2,Urban
841,0,0.58,5,13,87,71,B4,Diesel,R7,Rural
842,0,0.59,5,15,60,62,B1,Diesel,R21,Urban
843,0,0.73,10,4,46,99,B2,Regular,R20,Suburban
844,0,0.64,7,9,20,96,B2,Regular,R21,Suburban
845,0,0.62,5,16,75,78,B4,Regular,R6,Suburban
846,0,0.82,7,12,50,129,B3,Regular,R20,Rural
847,0,0.83,9,15,62,149,B2,Regular,R18,Rural
848,1,0.91,10,8,86,66,B4,Regular,R7,Suburban
849,0,0.71,11,3,49,69,B4,Regular,R18,Suburban
850,0,0.54,5,15,69,127,B3,Diesel,R12,Suburban
851,0,0.64,9,10,81,55,B4,Diesel,R7,Urban
852,1,0.99,9,6,57,71,B4,Regular,R7,Suburban
853,0,0.8,5,16,30,58,B4,Diesel,R1,Urban
854,0,0.85,10,12,46,81,B4,Diesel,R10,Suburban
855,0,0.5,7,3,80,137,B4,Regular,R10,Rural
856,0,0.76,11,13,43,82,B4,Diesel,R12,Suburban
857,0,0.52,8,9,76,126,B2,Regular,R3,Urban
858,0,0.78,7,9,66,148,B1,Regular,R3,Suburban
859,0,0.96,4,9,70,119,B3,Diesel,R13,Urban
860,0,0.98,5,11,48,98,B1,Regular,R13,Suburban
861,0,0.77,6,1,29,79,B3,Regular,R6,Urban
862,0,0.73,10,8,75,65,B1,Regular,R3,Urban
863,0,0.97,5,4,53,114,B3,Diesel,R15,Suburban
864,0,0.84,4,7,27,131,B4,Diesel,R9,Suburban
865,0,0.53,9,13,23,135,B1,Regular,R21,Rural
866,0,0.73,6,6,24,139,B1,Regular,R6,Rural
867,1,0.62,6,6,48,63,B3,Diesel,R6,Rural
868,0,0.73,7,8,89,105,B3,Diesel,R8,Urban
869,0,0.73,8,2,20,86,B2,Regular,R11,Urban
870,0,0.79,7,13,64,98,B4,Diesel,R19,Rural
871,0,0.68,10,16,18,127,B4,Regular,R16,Rural
872,0,0.58,6,17,62,139,B2,Diesel,R9,Suburban
873,0,0.75,11,11,71,99,B3,Diesel,R11,Rural
874,0,0.92,11,13,67,85,B4,Diesel,R16,Urban
875,0,0.83,6,12,24,101,B3,Diesel,R6,Suburban
876,0,0.67,11,13,80,72,B4,Regular,R17,Rural
877,0,0.97,11,8,32,115,B1,Regular,R16,Rural
878,0,0.96,8,18,84,120,B1,Diesel,R20,Rural
879,0,0.6,10,1,47,94,B4,Regular,R21,Suburban
880,0,0.52,5,10,85,135,B4,Regular,R18,Suburban
881,0,0.87,8,16,53,77,B4,Diesel,R1,Suburban
882,0,0.91,9,1,84,69,B2,Diesel,R18,Rural
883,0,0.98,7,18,22,98,B4,Regular,R8,Suburban
884,1,0.94,11,6,42,106,B2,Diesel,R22,Suburban
885,0,0.8,5,17,28,131,B2,Regular,R10,Suburban
886,0,0.77,7,12,89,137,B1,Diesel,R2,Suburban
887,0,0.51,11,4,83,146,B4,Regular,R9,Urban
888,0,0.62,8,17,45,108,B1,Diesel,R4,Rural
889,0,0.73,5,15,77,75,B1,Diesel,R11,Suburban
890,0,0.81,8,14,27,68,B2,Regular,R10,Urban
891,0,0.78,9,7,67,62,B3,Diesel,R14,Urban
892,0,0.87,4,14,56,123,B2,Regular,R7,Rural
893,0,0.64,6,0,54,111,B1,Regular,R19,Rural
894,0,0.78,10,16,80,63,B2,Diesel,R6,Suburban
895,0,0.54,5,14,78,122,B2,Diesel,R16,Rural
896,0,0.71,6,13,55,60,B2,Diesel,R19,Rural
897,0,0.88,4,13,50,116,B4,Diesel,R19,Rural
898,0,0.85,5,9,62,61,B2,Regular,R13,Rural
899,0,1.0,6,1,61,84,B1,Regular,R12,Suburban
900,0,0.64,6,5,18,88,B2,Diesel,R22,Urban
901,0,0.75,5,16,70,81,B4,Regular,R15,Rural
